Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
64.227.44.6,170010,/MagicBean:2.1.2-3/,852323,5,1591077328,1591077328.620
74.213.232.247,170011,/MagicBean:3.0.0/,852356,5,1591079548,1591079549.517
185.202.0.37,170011,/zqwMagicBean:3.0.0/,852356,5,1591079598,1591079597.064
85.25.118.19,170011,/MagicBean:3.0.0/,852393,5,1591082169,1591082169.599
193.70.38.148,170010,/MagicBean:2.1.2-3/,852413,5,1591083542,1591083542.436
193.70.38.148,170010,/MagicBean:2.1.2-3/,852429,5,1591084563,1591084564.040
138.201.244.90,170011,/MagicBean:3.0.0/,852433,5,1591084896,1591084896.410
193.70.38.148,170010,/MagicBean:2.1.2-3/,852437,5,1591085213,1591085213.975
193.70.38.148,170010,/MagicBean:2.1.2-3/,852462,5,1591086868,1591086868.915
193.70.38.148,170010,/MagicBean:2.1.2-3/,852476,5,1591088790,1591088790.813
193.70.38.148,170010,/MagicBean:2.1.2-3/,852507,5,1591090808,1591090808.326
193.70.38.148,170010,/MagicBean:2.1.2-3/,852517,5,1591091665,1591091665.496
193.70.38.148,170010,/MagicBean:2.1.2-3/,852527,5,1591092344,1591092344.344
148.72.155.96,170011,/MagicBean:3.0.0/,852533,5,1591092711,1591092712.018
89.234.183.220,170011,/MagicBean:3.0.0/,852551,5,1591094256,1591094256.732
193.70.38.148,170010,/MagicBean:2.1.2-3/,852563,5,1591095042,1591095042.729
193.70.38.148,170010,/MagicBean:2.1.2-3/,852587,5,1591097153,1591097153.667
193.70.38.148,170010,/MagicBean:2.1.2-3/,852601,5,1591098509,1591098510.012
193.70.38.148,170010,/MagicBean:2.1.2-3/,852624,5,1591099966,1591099966.534
193.70.38.148,170010,/MagicBean:2.1.2-3/,852635,5,1591100636,1591100636.994
176.57.55.43,170010,/MagicBean:2.1.2-3/,852644,5,1591101166,1591101166.407
193.70.38.148,170010,/MagicBean:2.1.2-3/,852650,5,1591101429,1591101429.380
193.70.38.148,170010,/MagicBean:2.1.2-3/,852675,5,1591103324,1591103324.900
193.70.38.148,170010,/MagicBean:2.1.2-3/,852680,5,1591104020,1591104020.528
193.70.38.148,170010,/MagicBean:2.1.2-3/,852684,5,1591104758,1591104758.133
193.70.38.148,170010,/MagicBean:2.1.2-3/,852698,5,1591105686,1591105686.824
51.68.5.144,170010,/zqwMagicBean:2.1.2/,852721,5,1591107430,1591107483.782
193.70.38.148,170010,/MagicBean:2.1.2-3/,852773,5,1591110533,1591110533.087
52.52.174.26,170011,/zqwMagicBean:3.0.0/,852972,5,1591125412,1591125412.956
54.38.81.80,170011,/MagicBean:3.0.0/,852977,5,1591125641,1591125641.251
159.69.65.217,170011,/MagicBean:3.0.0/,852991,5,1591126977,1591126977.810
34.90.231.182,170010,/MagicBean:2.1.2/,853045,5,1591131382,1591131382.357
136.144.215.219,170011,/MagicBean:3.0.0/,853079,5,1591134160,1591134160.993
91.152.122.170,170010,/MagicBean:2.1.2-1/,853113,5,1591136602,1591136843.466
35.221.131.27,170010,/MagicBean:2.1.2/,853140,5,1591138865,1591138865.464
167.172.43.123,170009,/MagicBean:2.1.0-1/,33108,5,1591139548,1591139548.632
207.246.121.38,170011,/MagicBean:3.0.0/,853173,5,1591140604,1591140604.508
193.70.38.148,170010,/MagicBean:2.1.2-3/,853218,5,1591143698,1591143698.759
193.70.38.148,170010,/MagicBean:2.1.2-3/,853261,5,1591147215,1591147215.440
51.68.5.144,170010,/zqwMagicBean:2.1.2/,853312,5,1591151645,1591151649.284
46.246.45.48,170011,/MagicBean:3.0.0/,853358,5,1591155430,1591155431.084
70.133.240.10,170010,/zqwMagicBean:2.1.2/,853370,5,1591155913,1591155913.419
47.244.97.2,170010,/MagicBean:2.1.2/,853475,5,1591164593,1591164593.330
64.227.47.106,170011,/MagicBean:3.0.0/,853710,5,1591181371,1591181372.066
64.227.47.106,170011,/MagicBean:3.0.0/,853788,5,1591187957,1591187957.102
64.227.47.106,170011,/MagicBean:3.0.0/,853807,5,1591189281,1591189281.571
64.227.47.106,170011,/MagicBean:3.0.0/,853835,5,1591190900,1591190900.891
50.67.175.2,170011,/MagicBean:3.0.0-rc1/,853874,5,1591194245,1591194245.187
51.68.5.144,170010,/zqwMagicBean:2.1.2/,853907,5,1591196222,1591196236.756
167.71.149.231,170010,/MagicBean:2.1.2/,853916,5,1591197340,1591197340.541
167.172.43.123,170009,/MagicBean:2.1.0-1/,11878,5,1591203770,1591203770.167
191.91.4.34,170011,/zqwMagicBean:3.0.0/,35127,5,1591209526,1591209529.201
193.70.38.148,170010,/MagicBean:2.1.2-3/,854110,5,1591211602,1591211602.915
104.248.40.226,170010,/MagicBean:2.1.2/,854137,5,1591213844,1591213844.958
74.213.232.247,170011,/MagicBean:3.0.0/,854214,5,1591219965,1591219967.187
