Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
78.27.139.13,170011,/MagicBean:3.0.0/,854509,5,1591241976,1591241976.596
46.246.35.48,170011,/MagicBean:3.0.0/,854677,5,1591254528,1591254528.126
74.213.232.247,170011,/MagicBean:3.0.0/,854679,5,1591254846,1591254846.737
107.20.83.62,170010,/MagicBean:2.1.2/,854788,5,1591263020,1591263020.636
191.91.4.34,170011,/zqwMagicBean:3.0.0/,59255,5,1591263159,1591263163.437
46.246.35.48,170011,/MagicBean:3.0.0/,854851,5,1591268269,1591268269.551
167.172.43.123,170009,/MagicBean:2.1.0-1/,96875,5,1591270721,1591270721.967
191.91.4.34,170011,/zqwMagicBean:3.0.0/,72298,5,1591272775,1591272779.234
167.71.81.151,170010,/MagicBean:2.1.2/,855027,5,1591281171,1591281171.491
46.246.39.112,170011,/MagicBean:3.0.0/,855043,5,1591282321,1591282321.790
